id,date,source,headline,sentiment,sentiment_score,label,link
977,2024-08-13,Decrypt,FOMO HOUR 178 - TRUMP AND ELON ON X,Positive,0.7315,1 stars,https://decrypt.co/videos/interviews/8ObLFDks/fomo-hour-178-trump-and-elon-on-x
978,2024-08-12,Decrypt,Deadrop Co-Creator Discusses ‘Shock’ of Dr. Disrespect Allegations & Future Plans,Negative,0.394,1 stars,https://decrypt.co/videos/interviews/mwyFtmYO/deadrop-co-creator-discusses-shock-of-dr-disrespect-allegations-future-plans
979,2024-08-12,Decrypt,Gigachad: A Crypto Coin With An Alpha Male Mindset,Negative,0.2543,3 stars,https://decrypt.co/videos/interviews/RX3dVA4f/gigachad-a-crypto-coin-with-an-alpha-male-mindset
980,2024-08-09,Decrypt,FOMO HOUR 176 - ETH LEADS THE CHARGE,Negative,0.3566,2 stars,https://decrypt.co/videos/interviews/HMgaNmdV/fomo-hour-176-eth-leads-the-charge
981,2024-08-08,Decrypt,FOMO HOUR 175 - THE FTX SAGA CONTINUES,Positive,0.7977,1 stars,https://decrypt.co/videos/interviews/WFovQeUK/fomo-hour-175-the-ftx-saga-continues
982,2024-08-07,Decrypt,FOMO HOUR 174 - SOL BOUNCES 40%,Positive,0.6204,1 stars,https://decrypt.co/videos/interviews/N2snVuCq/fomo-hour-174-sol-bounces-40
983,2024-08-06,Decrypt,FOMO HOUR 173 - ARE WE BACK?,Positive,0.8034,1 stars,https://decrypt.co/videos/interviews/9C4B75Cs/fomo-hour-173-are-we-back
984,2024-08-24,GlobalCryptoPress,"Kamala Harris Switching To Pro-Crypto Policies?  One Advisor is Claims It's True, But There's Reason to Remain Skeptical..",Negative,0.2436,3 stars,https://www.globalcryptopress.com/2024/08/kamala-harris-switching-to-pro-crypto.html
985,2024-08-21,GlobalCryptoPress,AI Presents New Opportunity to Bitcoin Miners...,Negative,0.2858,4 stars,https://www.globalcryptopress.com/2024/08/ai-presents-new-opportunity-to-bitcoin.html
986,2024-08-21,GlobalCryptoPress,German Authorities Seize $28 Million from Crypto ATM's in 35 Locations...,Negative,0.3361,1 stars,https://www.globalcryptopress.com/2024/08/german-authorities-seize-28-million.html
987,2024-08-05,GlobalCryptoPress,Full Speech: Donald Trump at Nashville Bitcoin Conference...,Negative,0.2229,2 stars,https://www.globalcryptopress.com/2024/08/full-speech-donald-trump-at-nashville.html
988,2024-07-23,GlobalCryptoPress,"Ethereum ETFs Launch TODAY - Why This is Different Than Bitcoin ETF's Launch, and May Trigger a MASSIVE ETH BULL RUN...",Negative,0.236,2 stars,https://www.globalcryptopress.com/2024/07/ethereum-etfs-launch-today-why-this-is.html
989,2024-07-11,GlobalCryptoPress,JPMorgan Analysts Sees Signs of a BULL MARKET Approaching - Prepare for a 'Bounce Back' From August Onwards...,Negative,0.2821,2 stars,https://www.globalcryptopress.com/2024/07/jpmorgan-analysts-sees-signs-of-bull.html
990,2024-06-25,GlobalCryptoPress,"FTX Users To Receive 112% BACK,  FTX Claims BILLIONS MORE ""Left Over""...",Negative,0.2563,2 stars,https://www.globalcryptopress.com/2024/06/ftx-users-to-receive-112-back-ftx.html
991,2024-06-12,GlobalCryptoPress,"""Crypto Queen"" Stole $4.5 BILLION, then Disappeared - Why Some Are Saying She's DEAD...",Negative,0.3281,3 stars,https://www.globalcryptopress.com/2024/06/the-crypto-queen-stole-45-billion-then.html
992,2024-06-09,GlobalCryptoPress,"Trump Says He's the ""Crypto President""...",Negative,0.2456,1 stars,https://www.globalcryptopress.com/2024/06/trump-says-hes-crypto-president-as.html
993,2024-05-21,GlobalCryptoPress,"UK Courts Have Had ENOUGH Of Craig Wright - Judge Closes Case, Says Wright's Evidence 'Fabricated'...",Negative,0.2623,1 stars,https://www.globalcryptopress.com/2024/05/uk-courts-have-had-enough-of-craig.html
994,2024-05-14,GlobalCryptoPress,Coinbase Back Online - Unplanned Outage Lasted 4+ Hours...,Negative,0.2636,1 stars,https://www.globalcryptopress.com/2024/05/coinbase-down-cause-unknown-for.html
995,2024-05-06,GlobalCryptoPress,"Four ""Heavyweights"" in Finance Debate: Bitcoin VS Gold - Which One Will The Future Favor?",Negative,0.2306,2 stars,https://www.globalcryptopress.com/2024/05/four-heavyweights-in-finance-debate.html
996,2024-05-02,GlobalCryptoPress,This Decentralized Crypto Exchange PAYS You 90% Of Your Trading Fees BACK - BiSwap Review...,Negative,0.2355,2 stars,https://www.globalcryptopress.com/2022/02/this-decentralized-crypto-exchange-pays.html
997,2024-04-29,GlobalCryptoPress,"The Case for Bitcoin Crossing $100,000 in the Next 12 Months...",Negative,0.3299,5 stars,https://www.globalcryptopress.com/2024/04/the-case-for-bitcoin-crossing-100000-in.html
998,2024-04-14,GlobalCryptoPress,How Geopolitical Tensions Effect Maekets...,Negative,0.4904,1 stars,https://www.globalcryptopress.com/2024/04/bitcoin-takes-hit-as-geopolitical.html
999,2024-04-10,GlobalCryptoPress,Bitcoin ETFs May Soon Go Live in CHINA via Hong Kong - Bitcoin's Next Potential BIG BOOM that Most Don't Know is Coming...,Negative,0.2869,2 stars,https://www.globalcryptopress.com/2024/04/bitcoin-etfs-may-soon-go-live-in-china.html
1000,2024-03-31,GlobalCryptoPress,Sam Bankman-Fried in 'EXTREME DANGER' of Violence in Prison...,Negative,0.2567,2 stars,https://www.globalcryptopress.com/2024/03/sam-bankman-fried-in-extreme-danger-of.html
1001,2024-03-20,GlobalCryptoPress,"""I Bought my Bitcoin for a Little Under $9000... YESTERDAY""",Negative,0.2508,2 stars,https://www.globalcryptopress.com/2024/03/i-bought-my-bitcoin-for-little-under.html
1002,2024-03-06,GlobalCryptoPress,Tether Reaches a New High of 100 BILLION USDT Coins in Circulation...,Negative,0.2422,2 stars,https://www.globalcryptopress.com/2024/03/tether-reaches-new-high-of-100-billion.html
1003,2024-03-03,GlobalCryptoPress,"Over 1000 Mountain Gorillas in the Congo Are Now Safe, Thanks To... CRYPTO MINERS?!",Negative,0.2596,4 stars,https://www.globalcryptopress.com/2024/03/over-1000-mountain-gorillas-in-congo.html
1004,2024-02-26,GlobalCryptoPress,"Ethereum ETF Is Coming ""Not A Matter of If, But WHEN."" Says Grayscale CEO...",Negative,0.2354,2 stars,https://www.globalcryptopress.com/2024/02/ethereum-etf-is-coming-not-matter-of-if.html
1005,2024-02-16,GlobalCryptoPress,"The WORLD's LARGEST Bitcoin Mine Begins Construction in Texas, USA...",Negative,0.2526,1 stars,https://www.globalcryptopress.com/2024/02/the-worlds-largest-bitcoin-mine-begins.html
1006,2024-02-02,GlobalCryptoPress,Celsius Bankruptcy Process Complete - Over $3 BILLION Begins to be Distributed to Former Users...,Negative,0.4905,1 stars,https://www.globalcryptopress.com/2024/02/celsius-bankruptcy-process-complete.html
1007,2024-01-25,GlobalCryptoPress,Ethereum ETFs Next to Be Approved?,Negative,0.2344,2 stars,https://www.globalcryptopress.com/2024/01/ethereum-etfs-next-to-be-approved.html
1008,2024-01-23,GlobalCryptoPress,Sam Bankman Fried is STILL DAMAGING The Crypto Market...,Negative,0.2522,3 stars,https://www.globalcryptopress.com/2024/01/sam-bankman-fried-is-still-damaging.html
1009,2024-08-27,LiveBitcoin News,Rhodium Enterprises Files for Chapter 11 Bankruptcy,Positive,0.5721,1 stars,https://www.livebitcoinnews.com/rhodium-enterprises-files-for-chapter-11-bankruptcy/
1010,2024-08-27,LiveBitcoin News,India’s CBDC Program Has Now Surpassed 5 Million Users,Negative,0.2985,2 stars,https://www.livebitcoinnews.com/indias-cbdc-program-has-now-surpassed-5-million-users/
1011,2024-08-27,LiveBitcoin News,New Zealand Enforces OECD Crypto Reporting Framework in New Tax Bill,Negative,0.2493,1 stars,https://www.livebitcoinnews.com/new-zealand-enforces-oecd-crypto-reporting-framework-in-new-tax-bill/
1012,2024-08-27,LiveBitcoin News,"French President Macron Addresses Telegram CEO Durov’s Arrest as Legal Matter, Not Political",Negative,0.3155,1 stars,https://www.livebitcoinnews.com/french-president-macron-addresses-telegram-ceo-durovs-arrest-as-legal-matter-not-political/
1013,2024-08-27,LiveBitcoin News,"Bitcoin Layer-2 Stacks Set to Receive Its Nakamoto Upgrade, Will Enhance DeFi on Bitcoin",Negative,0.3567,4 stars,https://www.livebitcoinnews.com/bitcoin-layer-2-stacks-set-to-receive-its-nakamoto-upgrade-will-enhance-defi-on-bitcoin/
1014,2024-08-27,LiveBitcoin News,Rumble CEO Leaves Europe Soon After Telegram CEO Arrest and French Threats,Negative,0.2985,1 stars,https://www.livebitcoinnews.com/rumble-ceo-leaves-europe-soon-after-telegram-ceo-arrest-and-french-threats/
1015,2024-08-27,LiveBitcoin News,Binance to List Eurite (EURI) with Zero-Fee Trading Promotion Starting August 28,Negative,0.2669,1 stars,https://www.livebitcoinnews.com/binance-to-list-eurite-euri-with-zero-fee-trading-promotion-starting-august-28/
1016,2024-08-27,LiveBitcoin News,Legion Raises $2M for Merit-Based ICO Platform,Negative,0.3677,4 stars,https://www.livebitcoinnews.com/legion-raises-2m-for-merit-based-ico-platform/
1017,2024-08-27,LiveBitcoin News,‘Cthulhu Stealer’ Identified to Grab Wallet Details From Mac Users,Positive,0.539,1 stars,https://www.livebitcoinnews.com/cthulhu-stealer-identified-to-grab-wallet-details-from-mac-users/
1018,2024-08-28,NewsBTC,Bitcoin’s August Candle Hints at Major Reversal—Are Bulls About to Take Over?,Negative,0.3503,4 stars,https://www.newsbtc.com/bitcoin-news/bitcoins-august-candle-hints-at-major-reversal/
1019,2024-08-27,NewsBTC,Bitcoin Analyst: 4 Crucial Support Levels To Watch If BTC Falls,Negative,0.4107,2 stars,https://www.newsbtc.com/bitcoin-news/bitcoin-analyst-4-crucial-support-levels-to-watch-if-btc-falls/
1020,2024-08-27,NewsBTC,Helium: Development Proposals Ignite 15% HNT Price Rally – Details,Negative,0.3127,4 stars,https://www.newsbtc.com/news/helium-development-proposals-ignite-15-hnt-price-rally-details/
1021,2024-08-27,NewsBTC,"Solana, Ethereum Attract Traders Amid Bitcoin Open Interest Plunge",Negative,0.3186,2 stars,https://www.newsbtc.com/news/solana/solana-ethereum-bitcoin-open-interest/
1022,2024-08-27,NewsBTC,Dogecoin Set For A Drop: Bearish Forces Eye $0.0914 Target,Negative,0.2726,2 stars,https://www.newsbtc.com/analysis/doge/dogecoin-set-for-a-drop-to-0-0914/
1023,2024-08-27,NewsBTC,Ethereum Community Eyes Mpeppe for Potential Massive Returns,Negative,0.3789,4 stars,https://www.newsbtc.com/altcoin/ethereum-community-eyes-mpeppe-for-potential-massive-returns/
1024,2024-08-27,NewsBTC,Ethereum Investors See a Hidden Gem In New Gambling ICO At $0.001777,Negative,0.3084,4 stars,https://www.newsbtc.com/altcoin/ethereum-investors-see-a-hidden-gem-in-new-gambling-ico-at-0-001777/
1025,2024-08-27,NewsBTC,With Tron’s Amazing Performance This Month Holders Double Their Profits With New Crypto At $0.001777,Negative,0.4455,5 stars,https://www.newsbtc.com/altcoin/with-trons-amazing-performance-this-month-holders-double-their-profits-with-new-crypto-at-0-001777/
1026,2024-08-27,NewsBTC,Aave Whales Boost Their Mpeppe Holding As They Complete 80% of Presale Stage 3,Negative,0.3429,4 stars,https://www.newsbtc.com/altcoin/aave-whales-boost-their-mpeppe-holding-as-they-complete-80-of-presale-stage-3/
1027,2024-08-27,NewsBTC,Crypto Frenzy: Dogecoin Investors Chase 150x ROI with Mpeppe,Negative,0.2875,4 stars,https://www.newsbtc.com/altcoin/crypto-frenzy-dogecoin-investors-chase-150x-roi-with-mpeppe/
1028,2024-08-28,Nultx,"Solana’s $250 Potential, Polygon at a Low, BlockDAG Bonuses",Negative,0.2679,2 stars,https://nulltx.com/solanas-250-potential-polygon-at-a-low-blockdag-bonuses/
1029,2024-08-27,Nultx,FLOKI PRICE ANALYSIS & PREDICTION (August 27) – Floki Remains Strong Despite Market Drops But Now Faces Resistances,Negative,0.3843,4 stars,https://nulltx.com/floki-price-analysis-prediction-august-27-floki-remains-strong-despite-market-drops-but-now-faces-resistances/
1030,2024-08-27,Nultx,"RIPPLE PRICE ANALYSIS & PREDICTION (August 27) – XRP Signals Bearish After Several Rejections At $0.65, Where Next?",Negative,0.3584,2 stars,https://nulltx.com/ripple-price-analysis-prediction-august-27-xrp-signals-bearish-after-several-rejections-at-0-65-where-next/
1031,2024-08-27,Nultx,Last Call: BlockDAG at Bargain Prices as Bitcoin & Solana Falter!,Negative,0.2935,1 stars,https://nulltx.com/last-call-blockdag-at-bargain-prices-as-bitcoin-solana-falter/
1032,2024-08-27,Nultx,BlockDAG vs. TRON Performance & Uniswap Cost Surge,Negative,0.3827,2 stars,https://nulltx.com/blockdag-vs-tron-performance-uniswap-cost-surge/
1033,2024-08-27,Nultx,"Solana Memecoins Come Back to Life WIF and FLOKI Surge 30%, What this Means for Crypto",Negative,0.3576,4 stars,https://nulltx.com/solana-memecoins-come-back-to-life-wif-and-floki-surge-30-what-this-means-for-crypto/
1034,2024-08-27,Nultx,DTX Presale Tops With $1.6M Raised; Litecoin and Avalanche Stakeholders Face Liquidations,Negative,0.3075,2 stars,https://nulltx.com/dtx-presale-tops-with-1-6m-raised-litecoin-and-avalanche-stakeholders-face-liquidations/
1035,2024-08-27,Nultx,Justin Sun’s Secret Wallet? Analysts Uncover Mysterious $SUN Holder,Negative,0.408,1 stars,https://nulltx.com/justin-suns-secret-wallet-analysts-uncover-mysterious-sun-holder/
1036,2024-08-27,Nultx,Arbitrium (ARB) Breaks Out: Bullish Momentum Builds Amidst Surging Social Activity,Negative,0.2715,2 stars,https://nulltx.com/arbitrium-arb-breaks-out-bullish-momentum-builds-amidst-surging-social-activity/
1037,2024-08-27,Nultx,Solana Soars: Breaking Barriers And Defying Expectations,Negative,0.2675,4 stars,https://nulltx.com/solana-soars-breaking-barriers-and-defying-expectations/
1038,2024-08-27,SF-Today,How to Invest in Foreign Stocks: A Beginner’s Guide,Negative,0.4507,4 stars,https://sfctoday.com/how-to-invest-in-foreign-stocks-a-beginners-guide/
1039,2024-08-27,SF-Today,"Toncoin (TON) Price Dips Post Telegram CEO Arrest, Are Bulls Preparing For Recovery?",Negative,0.3674,2 stars,https://sfctoday.com/toncoin-ton-price-dips-post-telegram-ceo-arrest-are-bulls-preparing-for-recovery/
1040,2024-08-27,SF-Today,Top Crypto Influencers to Follow for Market Insights,Negative,0.3691,4 stars,https://sfctoday.com/top-crypto-influencers-to-follow-for-market-insights/
1041,2024-08-27,SF-Today,"Aeron Composite IPO Date, Price, Allotment Details, and More",Negative,0.2682,4 stars,https://sfctoday.com/aeron-composite-ipo-date-price-allotment-details-and-more/
1042,2024-08-27,SF-Today,Bitcoin Slips Under $63K Amid Bearish Market Trends and Technical Resistance,Negative,0.2522,1 stars,https://sfctoday.com/bitcoin-slips-under-63k-amid-bearish-market-trends-and-technical-resistance/
1043,2024-08-27,SF-Today,Sensex and Nifty 50  Close Flat as Bajaj Finserv and SBI Life Drove Today’s Stock Market Gains,Negative,0.2838,2 stars,https://sfctoday.com/sensex-and-nifty-50-close-flat-as-bajaj-finserv-and-sbi-life-drove-todays-stock-market-gains/
1044,2024-08-27,SF-Today,Top Sectors to Invest in During an Economic Recession,Negative,0.3416,4 stars,https://sfctoday.com/top-sectors-to-invest-in-during-an-economic-recession/
1045,2024-08-27,SF-Today,ETFs for Income: High-Yield Options to Consider,Negative,0.4449,4 stars,https://sfctoday.com/etfs-for-income-high-yield-options-to-consider/
1046,2024-08-27,SF-Today,Abra Settles with SEC: What It Means for the Crypto Industry,Negative,0.2735,1 stars,https://sfctoday.com/abra-settles-with-sec-what-it-means-for-the-crypto-industry/
1047,2024-08-27,SF-Today,"Vdeal System IPO Date, Price, Allotment Details, and More",Negative,0.2494,2 stars,https://sfctoday.com/vdeal-system-ipo-date-price-allotment-details-and-more/
1048,2024-08-27,UseTheBitcoin,Top 5 Ways to Earn Crypto on Bitcoin Games,Positive,0.5999,5 stars,https://usethebitcoin.com/games/top-5-ways-to-earn-crypto-on-bitcoin-games/
1049,2024-08-27,UseTheBitcoin,Legion Raises $2M for Merit-Based ICO Platform,Negative,0.3633,1 stars,https://usethebitcoin.com/crypto-live-feed/legion-raises-2m-for-merit-based-ico-platform/
1050,2024-08-27,UseTheBitcoin,MapleStory Universe Unveils Nexpace Protocol Today,Negative,0.4639,1 stars,https://usethebitcoin.com/crypto-live-feed/maplestory-universe-unveils-nexpace-protocol-today/
1051,2024-08-27,UseTheBitcoin,Сan You Advertise Crypto on Facebook? – Coinband,Negative,0.3853,1 stars,https://usethebitcoin.com/crypto/can-you-advertise-crypto-on-facebook-coinband/
1052,2024-08-27,UseTheBitcoin,DOGS Price Prediction: A Review Of My Trade With $DOGS,Negative,0.4902,5 stars,https://usethebitcoin.com/videos/dogs-price-prediction-a-review-of-my-trade/
1053,2024-08-27,UseTheBitcoin,How To Start Trading Crypto For As Low As $100?,Negative,0.4254,4 stars,https://usethebitcoin.com/trading/how-to-start-trading-crypto-for-as-low-as-100/
1054,2024-08-26,UseTheBitcoin,Comparing the Strategies of the Top Crypto Influencers on X,Negative,0.3233,5 stars,https://usethebitcoin.com/resources/comparing-the-strategies-of-the-top-crypto-influencers-on-x/
1055,2024-08-26,UseTheBitcoin,Understanding Web3: The Next Evolution of the Internet,Negative,0.399,4 stars,https://usethebitcoin.com/guides/crypto-basics/understanding-web3-the-next-evolution-of-the-internet/
1056,2024-08-26,UseTheBitcoin,Web3.0 Crypto Gaming: Top Picks,Negative,0.3898,4 stars,https://usethebitcoin.com/games/web3-0-crypto-gaming-top-picks/
1057,2024-08-26,UseTheBitcoin,"UTB Exclusive: An Interview With Vanessa Michelle, The Co-Founder Of CoinKami",Negative,0.359,4 stars,https://usethebitcoin.com/videos/an-interview-with-vanessa-michelle-of-coinkami/
1058,2024-08-27,zycrypto,Shiba Inu Unveils DAO Plans — How High Will SHIB Price Go?,Negative,0.2718,4 stars,https://zycrypto.com/shiba-inu-unveils-dao-plans-how-high-will-shib-price-go/
1059,2024-08-27,zycrypto,"Solana Whale Stakes $4.6M As On-Chain Analyst Sets Sights On $220 SOL Price, Backed By Bullish Technicals",Negative,0.3239,1 stars,https://zycrypto.com/solana-whale-stakes-4-6m-as-on-chain-analyst-sets-sights-on-220-sol-price-backed-by-bullish-technicals/
1060,2024-08-27,zycrypto,Legion Secures $2 Million for its Merit-Based ICO Platform,Negative,0.3568,4 stars,https://zycrypto.com/legion-secures-2-million-for-its-merit-based-ico-platform/
1061,2024-08-27,zycrypto,Maker Surges as Cardano Stalls: Will BlockDAG Top CoinMarketCap with a Predicted $1 Value?,Negative,0.3173,4 stars,https://zycrypto.com/maker-surges-as-cardano-stalls-will-blockdag-top-coinmarketcap-with-a-predicted-1-value/
1062,2024-08-27,zycrypto,ZChains: A Wave of Exciting Updates and Milestones,Negative,0.3273,4 stars,https://zycrypto.com/zchains-a-wave-of-exciting-updates-and-milestones/
1063,2024-08-27,zycrypto,NEXPACE Unveils Proprietary NXPC Token for the MapleStory Universe,Negative,0.318,4 stars,https://zycrypto.com/nexpace-unveils-proprietary-nxpc-token-for-the-maplestory-universe/
1064,2024-08-27,zycrypto,"Nasdaq-Listed Semler Scientific Adds $5 Million To Bitcoin Treasury, Now Holds 1,012 BTC",Negative,0.366,1 stars,https://zycrypto.com/nasdaq-listed-semler-scientific-adds-5-million-to-bitcoin-treasury-now-holds-1012-btc/
1065,2024-08-27,zycrypto,"Analyst Predicts Bitcoin Rally to $86,000 If This Happens",Negative,0.3074,1 stars,https://zycrypto.com/analyst-predicts-bitcoin-rally-to-86000-if-this-happens/
1066,2024-08-27,zycrypto,"Stablecoin Market Cap Hits New All-Time High, Setting Stage For Potential Astronomical Bitcoin Rally",Negative,0.2471,2 stars,https://zycrypto.com/stablecoin-market-cap-hits-new-all-time-high-setting-stage-for-potential-astronomical-bitcoin-rally/
1067,2024-08-27,zycrypto,Orderly Network’s Reveals Its Upcoming $ORDER Token Launch: A Step Closer To Changing The Defi Experience,Negative,0.2728,4 stars,https://zycrypto.com/orderly-networks-reveals-its-upcoming-order-token-launch-a-step-closer-to-changing-the-defi-experience/
1068,2024-08-26,zycrypto,Shiba Inu’s Lead Developer Showcases Why SHIB Ecosystem Security Is A Top Priority,Negative,0.4252,1 stars,https://zycrypto.com/shiba-inus-lead-developer-showcases-why-shib-ecosystem-security-is-a-top-priority/
1069,2024-08-26,zycrypto,"Bitcoin Surge To $70,000 Looms as Price Breaches Long Consolidation",Negative,0.2954,2 stars,https://zycrypto.com/bitcoin-surge-to-70000-looms-as-price-breaches-long-consolidation/
1070,2024-08-26,zycrypto,Transaction Failures for Ethereum’s L2s Surge Despite Dencun Upgrade,Negative,0.3717,2 stars,https://zycrypto.com/transaction-failures-for-ethereums-l2s-surge-despite-dencun-upgrade/
1071,2024-08-26,zycrypto,XRP $16 All-Time High In Play As Coin Prints Largest Bull Flag In History,Negative,0.2692,2 stars,https://zycrypto.com/xrp-16-all-time-high-in-play-as-coin-prints-largest-bull-flag-in-history/
1072,2024-08-28,ambcrypto,How Bitcoin Runes recorded 15.6M transactions in just 4 months,Negative,0.3874,1 stars,https://ambcrypto.com/how-bitcoin-runes-recorded-15-6m-transactions-in-just-4-months/
1073,2024-08-28,ambcrypto,"Toncoin halted: 3-hour network outage triggers price, volume dip",Negative,0.315,4 stars,https://ambcrypto.com/toncoin-halted-3-hour-network-outage-triggers-price-volume-dip/
1074,2024-08-28,ambcrypto,Why Solana could still reach $200 despite waning momentum,Negative,0.2537,4 stars,https://ambcrypto.com/why-solana-could-still-reach-200-despite-waning-momentum/
1075,2024-08-28,ambcrypto,Nasdaq rolls out first Bitcoin index: What it means for BTC’s future,Negative,0.2797,4 stars,https://ambcrypto.com/nasdaq-rolls-out-first-bitcoin-index-what-it-means-for-btcs-future/
1076,2024-08-28,ambcrypto,PEPE’s path to $0.00001725: How a bullish flag could lead the way,Negative,0.3002,4 stars,https://ambcrypto.com/pepe-path-to-0-00001725-how-a-bullish-flag-could-lead-the-way/
1077,2024-08-28,ambcrypto,Shiba Inu price dips: Here are key levels to watch for a bullish reversal,Negative,0.3295,2 stars,https://ambcrypto.com/shiba-inu-price-dips-here-are-key-levels-to-watch-for-a-bullish-reversal/
1078,2024-08-28,ambcrypto,Abra faces SEC showdown: What went behind the unregistered crypto sales?,Negative,0.3938,1 stars,https://ambcrypto.com/abra-faces-sec-showdown-what-went-behind-the-unregistered-crypto-sales/
1079,2024-08-28,ambcrypto,Why Bitcoin Dogs Crypto’s Newest Meme coin is Exploding!,Negative,0.3435,2 stars,https://ambcrypto.com/why-bitcoin-dogs-cryptos-newest-meme-coin-is-exploding/
1080,2024-08-28,ambcrypto,"AI tokens outshine crypto market, adding $8B in a week – What now?",Negative,0.3107,1 stars,https://ambcrypto.com/ai-tokens-outshine-crypto-market-adding-8b-in-a-week-what-now/
1081,2024-08-28,ambcrypto,GIGACAT Launches on Solana: Could This Be the Next Big Meme Coin?,Negative,0.4149,4 stars,https://ambcrypto.com/gigacat-launches-on-solana-could-this-be-the-next-big-meme-coin/
1082,2024-08-28,ambcrypto,"Bitcoin open interest takes a dive as ETH, SOL traders hold strong – What now?",Negative,0.3267,3 stars,https://ambcrypto.com/bitcoin-open-interest-takes-a-dive-as-eth-sol-traders-hold-strong-what-now/
1083,2024-08-28,ambcrypto,Will Bitcoin reach $200K in 2025? What THIS BTC prediction says,Negative,0.3766,1 stars,https://ambcrypto.com/will-bitcoin-reach-200k-in-2025-what-this-btc-prediction-says/
1084,2024-08-28,ambcrypto,Will Polkadot [DOT] rally to $32 in the long-term? Key signs point to…,Negative,0.2872,2 stars,https://ambcrypto.com/will-polkadot-dot-rally-to-32-in-the-long-term-key-signs-point-to/
1085,2024-08-28,ambcrypto,Solana gears up for major rally: Will SOL reach $500 – $1000?,Negative,0.372,2 stars,https://ambcrypto.com/solana-gears-up-for-major-rally-will-sol-rally-to-500-1000/
1088,2024-08-28,Benzinga,Commodity vs. Security,Negative,0.33,4 stars,https://www.benzinga.com/money/commodity-vs-security
1089,2024-08-28,Benzinga,Interactive Brokers vs. TradeStation,Negative,0.2831,4 stars,https://www.benzinga.com/money/interactive-brokers-vs-tradestation
1090,2024-08-28,Benzinga,How to Buy Bonds for Kids,Negative,0.2859,4 stars,https://www.benzinga.com/money/how-to-buy-bonds-for-kids
1091,2024-08-28,Benzinga,How to Buy PayPal Stock,Negative,0.2485,4 stars,https://www.benzinga.com/money/how-to-buy-paypal-stock
1098,2024-08-28,Bitcoin.com News,Washington State Regulator Warns of Potential Fraud by BIB Crypto Platform,Negative,0.4873,1 stars,https://news.bitcoin.com/washington-state-regulator-warns-of-potential-fraud-by-bib-crypto-platform/
1099,2024-08-28,Bitcoin.com News,Bitcoin.com Introduces Permissionless Bitcoin Price Prediction Game in Partnership With Playnance,Negative,0.2422,4 stars,https://news.bitcoin.com/bitcoin-com-introduces-permissionless-bitcoin-price-prediction-game-in-partnership-with-playnance/
1100,2024-08-28,Bitcoin.com News,JPMorgan Strategist Predicts US Liquidity to Contract as Temporary Boosts Fade,Negative,0.3357,2 stars,https://news.bitcoin.com/jpmorgan-strategist-predicts-us-liquidity-to-contract-as-temporary-boosts-fade/
1101,2024-08-28,Bitcoin.com News,Salvadoran Educational Nonprofit Mi Primer Bitcoin Risks Running out of Funds,Negative,0.3702,1 stars,https://news.bitcoin.com/salvadoran-educational-nonprofit-mi-primer-bitcoin-risks-running-out-of-funds/
1102,2024-08-28,Bitcoin.com News,SEC Freezes Assets of Crypto Trading Bot Operators in Alleged Ponzi Scheme,Positive,0.5925,1 stars,https://news.bitcoin.com/sec-freezes-assets-of-crypto-trading-bot-operators-in-alleged-ponzi-scheme/
1103,2024-08-28,Bitcoin.com News,Coinbase CEO Brian Armstrong Predicts Payments Will Be Crypto’s Next Big Boom,Negative,0.3652,4 stars,https://news.bitcoin.com/coinbase-ceo-brian-armstrong-predicts-payments-will-be-cryptos-next-big-boom/
1104,2024-08-28,Bitcoin.com News,Nasdaq Seeks SEC Approval to Launch Bitcoin Index Options,Negative,0.2505,3 stars,https://news.bitcoin.com/nasdaq-seeks-sec-approval-to-launch-bitcoin-index-options/
1108,2024-08-28,Bitcoinist,Crypto Taxes: What New Zealand’s New Bill Proposal Means,Negative,0.2924,1 stars,https://bitcoinist.com/crypto-taxes-what-new-zealands-new-bill-proposal-means/
1109,2024-08-28,Bitcoinist,Donald Trump Releases 4th NFT Collection On Bitcoin Ordinals – Details,Negative,0.2983,4 stars,https://bitcoinist.com/donald-trump-releases-4th-nft-collection/
1110,2024-08-28,Bitcoinist,Bitcoin HODLing: Data Shows Long-Term Holder Supply Again Rising,Negative,0.2561,4 stars,https://bitcoinist.com/bitcoin-hodling-long-term-holder-supply-rising/
1111,2024-08-28,Bitcoinist,Celsius Bankruptcy Admin Distributes $2.5 Billion In Cash And Crypto To Creditors,Negative,0.446,1 stars,https://bitcoinist.com/celsius-bankruptcy-admin-distributes-2-billion-cash/
1112,2024-08-28,Bitcoinist,Binance CEO Presses For Political Intervention To Free Exec Jailed In Nigeria,Negative,0.4436,1 stars,https://bitcoinist.com/binance-ceo-presses-for-political-intervention/
1113,2024-08-28,Bitcoinist,Crypto Investors Labelled as ‘Psychopaths’ by Renowned Economist—Here’s Why,Negative,0.2479,2 stars,https://bitcoinist.com/crypto-investors-labelled-as-psychopaths-economist/
1114,2024-08-28,Bitcoinist,Solana Dominates NFTs:  But When Will SOL Breach $190?,Negative,0.3307,4 stars,https://bitcoinist.com/solana-dominates-nfts-but-when-will-sol-breach-190/
1126,2024-08-28,Bitcoinsistemi,Technology Giant SONY Announces Launch of First Public Test Network for a New Blockchain Based on Optimism!,Negative,0.3159,4 stars,https://en.bitcoinsistemi.com/technology-giant-sony-announces-launch-of-first-public-test-network-for-a-new-blockchain-based-on-optimism/
